"Country","Alcoholic Beverages","Animal Products","Animal fats","Aquatic Products, Other","Cereals - Excluding Beer","Eggs","Fish, Seafood","Fruits - Excluding Wine","Meat","Miscellaneous","Milk - Excluding Butter","Offals","Oilcrops","Pulses","Spices","Starchy Roots","Stimulants","Sugar Crops","Sugar & Sweeteners","Treenuts","Vegetal Products","Vegetable Oils","Vegetables","Obesity","Undernourished","Confirmed","Deaths","Recovered","Active","Population","Unit (all except Population)"
"Cabo Verde",0,21.9578,4.2923,0,5.1318,0.8468,0.5256,0.1898,9.9204,0.1679,6.2851,0.0803,1.4819,0.4526,0.9709,0.0949,0.4161,0,0,0.1752,28.0385,18.6656,0.3066,10.6,"12.6",0.0429090909090909,0.000363636363636364,0.0101818181818182,0.0323636363636364,550000,"%"
"Cambodia",0,18.851,0.8839,0,9.4179,0.5639,4.8461,0.2438,11.7799,0.1372,0.6248,0.1372,8.2902,0.2743,0.5029,0.3657,0.061,0.0762,0,0.3048,31.149,11.2313,0.2591,3.5,"16.4",0.000739976951537575,0,0.000727846181840238,1.21307696973373e-05,16487000,"%"
"Cameroon",0,6.3264,0.7838,0,6.9796,0.0746,0.9051,0.7931,3.3685,0.028,1.1197,0.084,9.7509,0.8491,0.7465,0.5319,0.1213,0,0,0.1026,43.6689,23.2155,0.5505,9.5,"9.9",0.00878806616169423,0.000417375173906322,0.00476116865048694,0.00360952233730097,25876000,"%"
"Canada",0,23.1663,9.7895,0,1.544,1.2437,0.4244,0.4244,7.8211,0.062,3.8812,0.0065,2.36,0.1991,0.0979,0.0588,0.1795,0,0,1.211,26.8353,20.4733,0.222,31.3,"<2.5",0.18420869751156,0.0128912410124823,0.0835591906556545,0.0877582658434234,37413000,"%"
"Central African Republic",0,18.5453,2.8767,0,2.7645,0.1122,0.5509,0.4998,12.9144,0.0102,1.7342,0.3468,7.0183,0.4794,0.0102,1.0609,0.0408,0,0,0,31.4598,19.4838,0.0918,6.3,"59.6",0.00301369863013699,0,0.000210748155953635,0.00280295047418335,4745000,"%"
"Chad",0,16.8564,3.1261,0,7.986,0.0701,0.648,0.0701,7.8546,0.0088,4.4308,0.7268,16.7863,0.5342,0,0.1926,0.0263,0,0,0,33.1436,7.5131,0.0263,4.8,"37.5",0.00196941896024465,0.00018960244648318,0.000324159021406728,0.00145565749235474,16350000,"%"
"Chile",0,32.5206,5.2608,0,3.1847,1.4085,0.5204,0.4186,20.2172,0.0339,5.0798,0.0396,1.1596,0.2093,0.0283,0.181,0.4356,0,0,0.7241,17.4737,10.844,0.2602,28.8,"2.7",0.142455644528183,0.00159103993300884,0.0662950751033653,0.0745695294918093,19107000,"%"
"China",0,31.0465,3.4468,0.0097,2.5989,2.3066,0.9817,0.2344,21.6062,0.1517,2.2156,0.4784,1.8351,0.0234,0.0676,0.0565,0.9362,0,0.0179,1.7979,18.9535,10.659,0.5763,6.6,"8.5",0.00600773946195718,0.000331681008275931,0.00565989284922355,1.61656044577012e-05,1398030000,"%"
"Colombia",0,21.4008,1.7819,0,1.7347,1.7819,0.3717,1.2273,11.3996,0.0177,5.9535,0.118,0.9854,0.1652,0.1239,0.2832,0.2655,0,0,0.5251,28.5992,23.0824,0.1829,22.1,"4.8",0.0208341604796125,0.00088339222614841,0.00509985309882082,0.0148509151546433,50374000,"%"
"Congo",0,12.9993,0.339,0,2.7016,0.1377,1.854,0.837,9.6514,0.053,0.678,0.339,5.0429,0.1483,0.0106,1.0806,0.5191,0,0,0.0212,36.9954,26.0091,0.5827,8.4,"40.3",0.0225051105742427,0.000910611410518491,0.00302917673294927,0.0185653224307749,5381000,"%"
"Costa Rica",0,20.5571,6.1,0,1.6733,1.1492,0.9286,0.57,5.6449,0.0138,6.67,0.0552,1.0389,0.2436,0.0414,0.0506,0.4045,0,0.0138,0.354,29.4475,24.8736,0.1701,25.7,"4.8",0.0154150197628458,0.000118577075098814,0.00948616600790514,0.0058102766798419,5060000,"%"
"Cote d'Ivoire",0,5.3253,0.2726,0,4.9709,0.4271,1.2268,0.5271,2.5809,0.0091,0.5634,0.2545,4.8891,0.1,0.6089,1.2359,1.9357,0,0,2.3355,44.6747,27.7354,0.3272,9,"19",0.00653366779023281,8.23077526064122e-05,0.003014031512111,0.0034373285255154,25514000,"%"
"Croatia",0,29.3768,7.4457,0,2.9565,0.9476,0.5633,0.2577,11.4896,0,8.7951,0.131,1.8123,0.0175,0.0655,0.0393,2.6726,0,0,0.6987,20.6254,11.7123,0.393,27.1,"<2.5",0.0536621454993835,0.00214549938347719,0.0425647348951911,0.00895191122071517,4055000,"%"
"Cuba",0,25.9025,3.2213,0,4.4779,1.4788,0.2638,0.6179,16.0233,0.0139,4.7695,0.1458,2.6937,0.6248,0.0417,0.3749,0.1458,0,0,0.0069,24.0975,14.5446,0.5554,26.7,"<2.5",0.015643952907599,0.000660007135212273,0.0101676774884053,0.00481626828398145,11212000,"%"
"Cyprus",0,20.9578,1.8698,0,3.4616,1.0044,0.7309,0.3632,10.5506,0.1614,6.6945,0.1031,2.1164,0.0628,0.0538,0.0404,1.9236,0,0,0.8609,29.0467,19.7381,0.2601,22.6,"5.6",0.07136,0.0012,0.03208,0.03808,1250000,"%"
"Czechia",0,25.1685,9.7011,0,1.1998,0.8222,0.3,0.187,8.6212,0.0212,5.6463,0.0776,0.4941,0.0353,0.0635,0.0565,0.9563,0,0,0.4164,24.8333,21.2267,0.1729,28.5,"<2.5",0.0758669165885661,0.00258669165885661,0.0416776007497657,0.0316026241799438,10670000,"%"
"Denmark",0,35.4131,14.2498,0,1.4741,1.7484,1.1313,0.5257,9.2408,0,8.8142,0.2285,0.7161,0.0152,0.1752,0.0533,1.6874,0,0,1.1846,14.585,8.4752,0.2819,21.3,"<2.5",0.18073552156728,0.00903935384086613,0.142481526035401,0.0292146416910122,5819000,"%"
"Djibouti",0,11.1065,1.3966,0,4.3977,0.2494,0.291,0.1247,5.121,0.1413,3.8573,0.1912,0.4323,0.557,0.3159,0.0333,0.5653,0,0,0.4157,38.8977,31.449,0.4572,12.2,"18.9",0.122073921971253,0.000308008213552361,0.0856262833675565,0.0361396303901437,974000,"%"
"Dominica",0,26.925,3.8063,0,1.4913,0.3619,1.6536,1.1856,13.7339,0.1123,7.232,0.1373,4.8172,0.1373,0.468,0.4867,1.7846,0,0,0.0312,23.0812,12.3237,0.2309,28.2,"6.2",0.0222222222222222,0,0.0194444444444444,0.00277777777777778,72000,"%"
"Dominican Republic",0,15.2779,2.2261,0,1.4528,1.1248,0.2484,3.6133,7.3718,0.0422,4.1194,0.1875,2.9103,0.1921,0.0609,0.0797,0.2906,0,0,0.0703,34.7221,25.8881,0.1218,26.9,"9.5",0.0950192307692308,0.00370192307692308,0.0248461538461538,0.0664711538461538,10400000,"%"
"Ecuador",0,20.9283,4.7198,0,3.6672,1.0246,0.2519,0.4367,8.7453,0.028,6.0803,0.1008,0.8566,0.0616,0.0392,0.084,0.1848,0,0,0.0784,29.0745,23.5541,0.084,19.3,"7.9",0.168351864720871,0.00994324762566597,0.0198807041927264,0.138527912902479,17268000,"%"
"Egypt",0,15.9979,3.4231,0,13.4988,0.8448,1.32,0.7216,6.4678,0.0088,3.6343,0.2992,4.4615,0.1584,0.2376,0.1936,0.0792,0.0704,0,0.2992,34.0109,13.6132,0.66,31.1,"4.5",0.00904869579261891,0.000518856496810143,0.00202091577162239,0.00650892352418638,99064000,"%"
"El Salvador",0,23.3032,6.3901,0,8.1958,1.6034,0.4514,1.4321,6.6547,0.1012,8.1491,0.0545,5.0669,0.5837,0.0311,0.1401,0.3269,0,0,0.1167,26.6968,10.2506,0.4514,22.7,"9",0.0121475054229935,0.000263402541059808,0.00427641772544159,0.0076076851564921,6454000,"%"
"Estonia",0,33.219,6.5339,0,2.8982,1.583,0.2818,0.3805,10.4279,0.0188,14.275,0.1174,0.3664,0.0658,0.1926,0.0892,2.7855,0,0,1.2495,16.7833,8.4457,0.2865,23.8,"2.9",0.130496987951807,0.00451807228915663,0.05625,0.0697289156626506,1328000,"%"
"Eswatini",0,20.8055,3.1415,0,12.0023,0.4718,0.3682,0.4718,11.1162,0.1151,5.4315,0.2762,3.4062,0.2071,0.817,0.3222,0.0575,0,0,0.6559,29.1945,10.9436,0.1956,13.5,"20.6",0.0148722627737226,0.000182481751824818,0.00127737226277372,0.0134124087591241,1096000,"%"
"Ethiopia",0,11.1691,1.4358,0,11.3929,0.2238,0.0559,0.4102,4.1768,0,5.1091,0.1678,2.6851,2.5545,2.6851,0.8018,0.0186,0,0,0.7459,38.8216,17.4156,0.1305,3.6,"20.6",0.000187367838756591,4.46113901801408e-06,8.65460969494731e-05,9.63606027891041e-05,112079000,"%"
"Fiji",0,20.0472,7.6883,0,1.5114,0.5773,1.4694,0.084,8.423,0.0262,1.7948,0.0945,8.9635,0.2991,0.1312,0.3569,0.4408,0,0,0.1469,29.9554,17.8168,0.1732,30,"3.7",0.00201793721973094,0,0.0015695067264574,0.000448430493273543,892000,"%"
"Finland",0,36.725,6.3787,0,1.7872,0.8524,0.9384,0.2901,16.6649,0.1146,11.8155,0.0788,0.6017,0.0179,0.043,0.0537,0.7844,0,0,0.5157,13.2732,8.8607,0.2041,24.9,"<2.5",0.106502445209201,0.004799855098714,0.0724506429994566,0.0292519471110306,5521000,"%"
"France",0,30.2594,9.1996,0,1.4334,0.9894,0.8752,0.3869,11.0864,0.0159,7.9533,0.1554,0.685,0.0254,0.0285,0.0412,0.6279,0,0,0.853,19.7406,15.4658,0.1776,23.2,"<2.5",0.272668661504766,0.0405851867847117,0.08660270845544,0.145480766264614,64834000,"%"
"French Polynesia",0,25.1596,4.6648,0,3.7271,0.822,1.5842,0.1995,14.0782,0.2913,3.8827,0.1277,4.7566,0.0399,0.02,0.0758,1.269,0,0,0.3192,24.8404,14.0024,0.1397,NA,"4.2",NA,NA,NA,NA,279000,"%"
"Gabon",0,19.2656,0.7379,0,4.1074,0.1956,2.0359,0.6401,13.4068,0.1422,2.2937,0.5957,8.9438,0.0089,0,0.5779,0.7112,0,0,0.0178,30.7344,15.3805,0.2045,13.4,"10.5",0.0303768382352941,0.000367647058823529,0.00505514705882353,0.0249540441176471,2176000,"%"
"Gambia",0,6.0418,0.2548,0,4.9416,0.2113,1.3488,0.0373,1.3488,0.0622,2.8468,0.0311,12.4751,0.0311,0,0.0124,0.0995,0,0,0.2362,43.9582,25.9883,0.0746,8.7,"10.2",0.000851788756388416,4.25894378194208e-05,0.000383304940374787,0.000425894378194208,2348000,"%"
"Georgia",0,25.2749,7.2612,0,4.5695,1.1781,0.4284,0.2071,7.2326,0.1071,9.0818,0.1,0.6854,0,0.0714,0.0928,2.7774,0,0,1.1566,24.718,14.8579,0.1999,23.3,"7.9",0.0156617463097323,0.000250187640730548,0.00743057292969727,0.00798098573930448,3997000,"%"
"Germany",0,28.1419,11.0084,0,1.1778,1.0462,0.7019,0.2632,8.9127,0,6.4289,0.0472,0.8909,0.0101,0.0844,0.0607,0.6614,0,0,1.6739,21.8581,16.8163,0.216,25.7,"<2.5",0.206166064981949,0.00908423586040915,0.172442839951865,0.0246389891696751,83100000,"%"
"Ghana",0,7.6875,0.806,0,5.6789,0.3472,2.7774,1.2151,3.1618,0.0496,0.4216,0.1736,10.9113,0.3968,1.2771,2.0087,0,0,0,0.0868,42.3063,20.4464,0.248,9.7,"5.5",0.0140781348040025,7.26528185991216e-05,0.00124830751956673,0.0127571744658367,30281000,"%"
"Greece",0,17.9063,1.6989,0,1.328,0.7749,0.3245,0.2484,6.6267,0.0298,8.3355,0.1424,1.8413,0.0795,0.0497,0.0431,0.7749,0,0,1.881,32.097,25.5332,0.2848,27.4,"<2.5",0.0253247360059808,0.001411083076348,0.0128399215026633,0.0110737314269694,10701000,"%"
"Grenada",0,23.0842,2.4889,0,1.4883,1.444,1.2856,2.8436,12.9576,0.1267,4.8195,0.0823,3.3186,0.19,0.8803,0.0697,0.874,0,0,0.1393,26.9158,16.8841,0.1077,20.2,NA,0.01875,0,0.0116071428571429,0.00714285714285714,112000,"%"
"Guatemala",0,15.4397,1.7622,0,9.3956,2.6186,0.1482,1.2516,7.0735,0.0247,3.7385,0.0988,3.7879,0.5764,0.1235,0.0247,0.3788,0,0,0.9305,34.5603,17.8113,0.2553,18.8,"15.2",0.00550025595813662,0.000136511006199875,0.000591547693532791,0.00477219725840396,17581000,"%"
"Guinea",0,6.0747,0.7557,0,4.7086,0.3125,0.5014,0.3415,2.8993,0.0363,1.4896,0.1163,6.6633,0.1744,0,0.3343,0.2616,0,0,0.0073,43.9253,30.6133,0.7848,6.6,"16.5",0.0167130463250941,9.00311016532984e-05,0.00571288263218203,0.0109101325912588,12218000,"%"
"Guinea-Bissau",0,10.8323,0.6274,0,2.8828,0.1509,0.0715,0.2938,8.0527,0.0556,1.8027,0.1271,1.7154,0.0794,0,0.1985,0.2224,0,0,3.3116,39.1677,30.3288,0.0794,8.2,"28",0.0341138903672166,0.000159659393294305,0.00133049494411921,0.0326237360298031,1879000,"%"
"Guyana",0,22.7418,1.002,0,2.9072,0.334,1.169,1.503,12.555,0.0911,7.6287,0.0531,9.3518,0.3871,0.8653,0.129,0.9261,0,0,0.8805,27.2582,9.0633,1.1538,19.2,"8.1",0.0120051085568327,0.00127713920817369,0.00446998722860792,0.00625798212005109,783000,"%"
"Haiti",0,12.1462,1.7481,0,5.7517,0.1353,0.3722,1.6804,7.8944,0.0564,1.8608,0.1353,3.3157,0.8458,0,0.5526,0.3609,0,0.0226,0,37.8482,25.1494,0.1241,20.5,"49.3",0.00134067300008879,0.00010654354967593,0.000150936695374234,0.00108319275503862,11263000,"%"
"Honduras",0,16.7113,2.6611,0,8.3159,0.7448,0.1302,0.376,7.8603,0.0651,5.2281,0.0868,0.5857,0.4194,0.0289,0.0217,0.3833,0,0,0.1012,33.2924,22.8722,0.1157,19.4,"12.9",0.0187769341268213,0.0011081469320747,0.00200082084957931,0.0156679663451672,9746000,"%"
"Hungary",0,28.9972,12.3082,0,1.2735,1.2018,0.1954,0.127,10.0576,0,5.2308,0.0033,0.3583,0.0391,0.1107,0.0391,0.7393,0,0,0.0456,21.0012,18.0699,0.2019,28.6,"<2.5",0.0328863868986694,0.0041453428863869,0.00925281473899693,0.0194882292732856,9770000,"%"
"Iceland",0,34.4402,7.1086,0,4.3005,0.8991,1.6872,0.4975,13.6029,0.1199,11.0046,0.1349,0.8931,0.012,0.1079,0.03,1.5254,0,0,0.5005,15.5628,7.4053,0.1678,23.1,"<2.5",0.498891966759003,0.00277008310249307,0.491135734072022,0.00498614958448753,361000,"%"
"India",0,16.0538,7.4859,0,5.1196,0.7653,0.3783,0.4046,0.9061,0,6.4919,0.0264,3.7386,1.1084,0.8005,0.0792,0.0176,0,0,0.5014,33.9462,21.7804,0.3958,3.8,"14.5",0.00451244176063396,0.000150946378472359,0.00138668065249643,0.00297481472966517,1391885000,"%"
"Indonesia",0,9.1722,0.7049,0,6.6871,1.4549,2.5122,0.7139,3.6237,0,0.7049,0.1627,7.3649,0.0452,0.3886,0.3072,0.497,0,0.0633,0.3976,40.8368,24.0918,0.2711,6.9,"8.3",0.00508347024614502,0.000357277241924007,0.000971242721267869,0.00375495028295314,268419000,"%"
"Iran (Islamic Republic of)",0,16.9273,6.0372,0,5.5867,1.3259,0.6114,0.6243,6.1724,0,2.6389,0.1416,0.4055,0.2961,0.2124,0.1738,0.0451,0,0,4.9044,33.0759,20.2935,0.5278,25.5,"4.9",0.126586502365602,0.00785236738925767,0.101374074912705,0.0173600600636389,83911000,"%"
"Iraq",0,11.1327,3.8118,0,6.2761,1.9023,0.1441,0.2306,3.5164,0.0432,1.7366,0.0288,0.9584,0.1369,0.0576,0.0288,0.7278,0,0,0.6341,38.8673,29.6152,0.1513,27.4,"29",0.00681505978122615,0.000272195370134826,0.00432968710251844,0.00221317730857288,39310000,"%"
"Ireland",0,27.1689,8.6472,0,2.7091,0.9231,0.9372,0.2829,10.0477,0.0283,6.5464,0.0707,0.863,0.0389,0.0707,0.0531,1.5137,0,0,0.8417,22.8329,16.1839,0.2405,26.9,"<2.5",0.460822028750759,0.0292771816157117,0.346426402105689,0.0851184450293582,4939000,"%"
"Israel",0,15.8138,1.2809,0,1.6083,0.87,0.5746,1.6051,8.1541,0.0257,4.8443,0.0867,3.0787,0.1605,0.061,0.0353,0.8315,0,0,1.3194,34.1862,25.1782,0.2857,26.7,"<2.5",0.19314473529757,0.00289940133818523,0.133536800093908,0.0567085338654772,8519000,"%"
"Italy",0,21.8727,5.3931,0,1.3598,1.0529,0.7327,0.2541,8.7134,0.0198,5.9146,0.0627,0.4753,0.0858,0.0099,0.0297,0.1056,0,0,1.4324,28.1306,24.127,0.2277,22.9,"<2.5",0.361700223713647,0.0503687132322479,0.170736597895435,0.140594912585964,60345000,"%"
"Jamaica",0,23.0867,6.1721,0.0064,2.2375,0.3242,1.2204,0.4322,9.5156,0.1081,5.7081,0.1462,3.4389,0.089,1.4302,0.2161,0.3496,0,0,0.1398,26.9133,18.1732,0.2924,24.4,"8",0.0174315190323728,0.00032017075773746,0.00220562077552472,0.0149057274991106,2811000,"%"
"Japan",0,19.4516,1.9098,0.0057,1.8642,3.1241,3.2666,0.1881,7.8331,0.0285,3.2096,0.1026,2.9816,0.0342,0.1425,0.0513,0.8266,0.0057,0,0.6499,30.5456,23.4308,0.3478,4.4,"<2.5",0.0124132192106515,0.000481058804881915,0.00468061499445237,0.00725154541131717,126180000,"%"
"Jordan",0,12.2622,1.8696,0,3.7391,0.5224,0.3189,0.198,5.8122,0.0385,3.6512,0.088,2.5074,0.2584,0.1155,0.055,0.5994,0,0,0.9018,37.7378,29.0553,0.2694,33.4,"12.2",0.00500047897308171,8.62151547083054e-05,0.00370725165245713,0.00120701216591628,10439000,"%"
"Kazakhstan",0,23.4158,3.0343,0,1.7405,0.8975,0.1321,0.1787,9.674,0.0389,9.5031,0.1748,0.6488,0.0078,0.0272,0.1088,0.9946,0,0,0.7654,26.5822,21.7258,0.3497,21.3,"<2.5",0.0268788157112756,0.000167486087849154,0.00959533200064833,0.0171159976227781,18509000,"%"
"Kenya",0,17.7332,1.8742,0,9.9701,0.3438,0.2773,1.0757,6.5654,0,8.4951,0.1885,1.6746,0.8429,0.0555,0.2551,0.0665,0,0,0.5989,32.2724,17.5003,0.2107,6,"29.4",0.00123445048883479,5.7062426294366e-05,0.000393730741431126,0.000783657321109294,52574000,"%"
"Kiribati",0,10.5699,0.7467,0,1.956,0.265,3.0833,0.3517,6.1955,0.0434,0.2553,0.0193,28.5639,0,0.0145,0.2409,0.0193,0,0,0.8094,39.4325,7.2939,0.1397,45.6,"2.7",NA,NA,NA,NA,123000,"%"
"Korea, North",0,11.4709,0.0262,0,7.2234,1.6911,0.5375,0.6424,8.7179,0.0131,0.4195,0.0918,0.9832,0.6555,0,0.3146,0.0393,0,0,0.0262,38.516,27.5957,1.0357,7.1,"47.8",NA,NA,NA,NA,25666000,"%"
"Korea, South",0.0976,20.0483,4.2523,0.0511,1.8403,1.3524,1.9147,0.1766,11.186,0,1.1386,0.1534,1.8914,0.0186,0.0372,0.0325,0.237,0,0,1.2036,29.9563,23.7197,0.6924,4.9,"<2.5",0.0209736527408093,0.000493770011186977,0.0185356633105736,0.00194421941904872,51846000,"%"
"Kuwait",0,19.8923,2.1588,0,3.0847,2.3242,0.3732,0.3496,9.5706,0.1086,5.2766,0.189,1.3416,0.1984,0.5385,0.0472,1.5353,0,0,1.181,30.1101,21.215,0.5055,37,"2.8",0.181198003327787,0.00116472545757072,0.062324696933682,0.117708580936534,4207000,"%"
"Kyrgyzstan",0,29.1225,3.4472,0,4.0964,0.8655,0.0895,0.2388,10.1776,0.0448,14.2068,0.3358,0.0895,0.194,0.097,0.1865,2.1564,0,0,1.5893,20.8849,11.461,0.7163,15.4,"7.1",0.0144184605854112,0.000185844819575654,0.010190490940065,0.00404212482577048,6457000,"%"
"Lao People's Democratic Republic",0,21.6306,3.9594,0,9.0989,0.4974,1.6871,0.8777,15.0283,0.0878,0.2243,0.2243,5.6076,0.1365,1.0435,0.3121,0.078,0.1853,0,0.0683,28.3792,9.762,1.1118,4.5,"16.5",0.000266292922214436,0,0.000182200420462509,8.40925017519271e-05,7135000,"%"
"Latvia",0,30.439,10.443,0,1.5314,1.343,0.8819,0.2526,9.7976,0.0361,7.8613,0.1122,0.6334,0,0.0321,0.1323,2.0044,0,0,0.8819,19.563,13.7943,0.2606,25.7,"<2.5",0.0486147412441192,0.000940930475692629,0.0242550967067433,0.0234187140616832,1913000,"%"
"Lebanon",0,12.4024,2.1637,0,2.253,0.329,0.3681,0.58,5.1361,0.039,4.3553,0.0502,2.8385,0.2175,0.0836,0.1171,0.725,0,0,2.911,37.5976,27.4593,0.3736,31.3,"11",0.0117998833138856,0.000379229871645274,0.00341306884480747,0.00800758459743291,6856000,"%"
"Lesotho",0,12.96,0.529,0,18.3763,0.2415,0.253,0.1495,9.1881,0.046,2.4149,0.345,0.782,0.4025,0.391,0.184,0.1495,0,0,0.0345,37.0285,16.3523,0.1725,13.5,"13.1",NA,NA,NA,NA,2125000,"%"
"Liberia",0,7.4228,0.4154,0,3.3592,0.2528,0.3702,0.1445,6.0051,0.0361,0.2438,0.1355,1.5803,0.0361,0,0.307,0.1174,0,0,0.3883,42.5772,36.4186,0.1896,8.6,"37.2",0.00403078792789143,0.000405104314360948,0.00160016204172574,0.00202552157180474,4937000,"%"
"Lithuania",0,32.3048,9.388,0,1.7819,1.9226,1.238,0.3283,14.2134,0.0094,5.4302,0.1125,0.8441,0.2345,0.197,0.061,0.3423,0,0,0.9238,17.6975,12.7128,0.2579,28.4,"<2.5",0.0518119842124148,0.00175816289917474,0.0297093649085038,0.0203444564047363,2787000,"%"
"Luxembourg",0,32.4517,6.4786,0,1.8437,1.6645,0.6987,0.3256,16.3118,0.0658,7.2286,0.0658,0.6402,0.0146,0.1646,0.0329,3.3838,0,0,0.128,17.5519,10.6855,0.2634,24.2,"<2.5",0.625322580645161,0.0162903225806452,0.57258064516129,0.0364516129032258,620000,"%"
"Madagascar",0,19.0932,1.7454,0,10.0681,0.3406,0.745,1.2984,11.5581,0.0213,4.4274,0.298,1.5113,0.3193,0.2554,0.9153,0.1916,0.0213,0,0.2129,30.9068,15.8791,0.1916,4.5,"44.4",0.00071563647150432,0,0.000374504060217287,0.000341132411287033,26969000,"%"
"Malawi",0,18.8711,2.6263,0,13.0891,0.2753,0.6672,1.3767,14.6458,0.0106,0.4024,0.2542,5.6232,0.7519,0.0529,1.3555,0.0318,0,0,0.2012,31.1236,8.4189,0.2224,4.7,"17.5",0.000300606581136937,1.61039239894788e-05,7.51516452842343e-05,0.000209351011863224,18629000,"%"
"Malaysia",0,17.1723,1.4813,0,2.2933,2.7596,1.8599,0.1756,9.8041,0.0713,1.2289,0.0329,1.7502,0.0658,0.6584,0.0329,0,0,0,0.3731,32.8304,27.174,0.2359,15.3,"2.5",0.0201172411687479,0.000329740787103471,0.0150490031447501,0.00473849723689433,32753000,"%"
"Maldives",0,29.7398,4.8409,0,4.5092,3.2756,8.4068,0.4665,5.836,0.4561,7.3909,0,1.3683,0.0518,1.1713,0.0622,1.7207,0,0,4.9756,20.255,4.9549,0.5183,7.9,"10.3",0.147663551401869,0.000560747663551402,0.00542056074766355,0.141682242990654,535000,"%"
"Mali",0,17.4631,1.2195,0,12.0873,0.1327,0.4065,0.2987,5.6745,0.0249,9.7146,0.3152,3.3765,0.5475,0.1244,0.1327,0.0332,0,0,1.3357,32.5369,14.1945,0.3816,7.1,"6.3",0.00352019534031946,0.000188218536982399,0.00151592227083121,0.00181605453250585,19658000,"%"
"Malta",0,29.3856,6.6557,0,4.8786,1.3878,1.3074,0.2666,10.6541,0.0169,9.3298,0.0508,1.4978,0.0804,0.0804,0.0296,2.6783,0,0,1.172,20.6144,9.3975,0.5162,31,"<2.5",0.098,0.001,0.0854,0.0116,5e+05,"%"
"Mauritania",0,17.4021,1.7485,0,4.3092,0.4337,0.5369,0.0895,5.7479,0.0688,8.646,0.2822,0.5025,0.3373,0,0.0207,0.1652,0,0,0,32.6014,26.9567,0.1514,11.3,"10.4",0.000176756517896597,2.20945647370747e-05,0.000132567388422448,2.20945647370747e-05,4526000,"%"
"Mauritius",0,12.8934,1.4559,0,3.2471,0.7355,1.0457,0.1501,6.7594,0.1001,2.8418,0.055,1.566,0.2502,0.3452,0.025,0.9856,0,0,0.2702,37.1041,29.9945,0.1751,11.5,"6.5",0.0262243285939968,0.000789889415481833,0.0252764612954186,0.000157977883096367,1266000,"%"
"Mexico",0,23.7741,3.2525,0,6.4604,2.2807,0.4661,0.5305,13.2133,0.005,4.3433,0.2182,1.185,0.238,0.2529,0.0248,0.2033,0,0,0.7437,26.2234,16.3419,0.2429,28.4,"3.6",0.0264345023187467,0.00264898046248529,0.0172416789780134,0.00654384287824802,126577000,"%"
"Mongolia",0,36.9018,5.5153,0,2.7445,0.593,0.0315,0.042,21.0223,0.0525,9.0628,0.6717,0.1259,0.0105,0.0052,0.042,1.6373,0,0,0.0787,13.0982,8.2231,0.1417,19.6,"13.4",0.0012847965738758,0,0.000428265524625268,0.000856531049250535,3269000,"%"
"Montenegro",0,32.7855,3.8887,0,3.7312,1.1566,0.3473,0.3688,14.7778,0.1003,12.5363,0.0752,0.5837,0.0788,0.043,0.0251,2.5531,0,0,0.8415,17.2163,8.6332,0.2578,24.9,"<2.5",0.0520900321543408,0.00128617363344051,0.0440514469453376,0.0067524115755627,622000,"%"
"Morocco",0,15.4227,3.5807,0,7.1539,1.1517,1.2329,0.7014,6.9989,0.0074,2.2296,0.2289,0.7309,0.1477,0.3987,0.096,0.1993,0,0,1.9048,34.5736,22.9457,0.2953,25.6,"3.4",0.0166071880180965,0.000522662770112682,0.00691544665186726,0.00916907859611656,35587000,"%"
"Mozambique",0,11.591,1.1197,0,8.8101,0.5537,0.849,0.1846,6.8783,0.0369,2.0795,0.1107,1.1936,0.7014,0.0246,0.849,0.0984,0,0,0.8244,38.4152,25.5199,0.16,6,"27.9",0.000286504643351116,0,0.000111967331884344,0.000174537311466772,30366000,"%"
"Myanmar",0,26.047,3.0066,0,3.8192,0.9251,2.5441,0.275,18.1335,0.0375,1.2814,0.1563,5.1194,0.6938,0.5313,0.0625,0.025,0,0.0813,0.2688,23.953,12.7453,0.2938,5.7,"10.6",NA,NA,NA,NA,54045000,"%"
"Namibia",0,16.7373,3.3171,0,6.802,0.2718,0.6075,0.2798,7.7772,0.0959,4.548,0.2078,0.8792,0.4316,0.4236,0.5915,0.5995,0,0,0.1199,33.2667,22.9078,0.1359,15,"27.3",0.00064128256513026,0,0.000400801603206413,0.000240480961923848,2495000,"%"
"Nepal",0,12.1853,3.3076,0,7.1664,0.4361,0.1563,0.5513,2.7069,0.0082,5.4139,0.1563,0.4525,0.5513,1.1437,0.1975,0.2468,0.1892,0,0.5019,37.8147,26.2136,0.6006,3.8,"8.7",0.000384494389877311,0,0.000108357509874515,0.000276136880002796,28609000,"%"
"Netherlands",0,30.1494,6.6484,0,1.2702,1.4787,0.7451,0.3475,10.8567,0,10.3934,0.027,0.3591,0.0309,0.1235,0.0849,0.0541,0,0,1.498,19.8525,15.8449,0.2355,23.1,"<2.5",0.245635996538794,0.0313873665993654,0.000859532737236804,0.213389097202192,17335000,"%"
"New Caledonia",0,22.2697,3.6599,0,5.0979,1.0439,0.8385,0.2222,11.6086,0.2851,5.0476,0.0755,3.3036,0.0293,0.0629,0.0335,1.3961,0,0,0.2557,27.7282,16.8532,0.1887,NA,"7.1",NA,NA,NA,NA,291000,"%"
